"Sanford, FL","Lorton, VA"
"Palatka, FL","Rocky Mount, NC"
"Stanley, ND","Fargo, ND"
"Greensboro, NC","Selma, NC"
"Winter Park/Fraser, CO","Glenwood Springs, CO"
"Wilson, NC","Kannapolis, NC"
"Albuquerque, NM","Lamar, CO"
"Hattiesburg, MS","Greenville, SC"
"Kingstree, SC","Wilmington, DE"
"Victorville, CA","La Plata, MO"
"Wilson, NC","Burlington, NC"
"Bloomington-Normal, IL","Alton, IL"
"Gallup, NM","Victorville, CA"
"Albany, OR","Eugene, OR"
"Connellsville, PA","Harpers Ferry, WV"
"Cleveland, OH","Rockville, MD"
"Austin, TX","Ontario, CA"
"Meridian, MS","Manassas, VA"
"Temple, TX","Lincoln, IL"
"Camden, SC","Jacksonville, FL"
"Prince, WV","Baltimore, MD"
"San Jose, CA","Kelso-Longview, WA"
"Winnemucca, NV","Martinez, CA"
"Williston, ND","Detroit Lakes, MN"
"Baltimore, MD","Fredericksburg, VA"
"San Bernardino, CA","Kingman, AZ"
"Cleburne, TX","Austin, TX"
"Glenview, IL","Spokane, WA"
"Savannah, GA","Delray Beach, FL"
"Winona, MN","Staples, MN"
"Culpeper, VA","Newark, NJ"
"Rocky Mount, NC","Palatka, FL"
"Pomona, CA","Houston, TX"
"Philadelphia, PA","Toccoa, GA"
"San Antonio, TX","Benson, AZ"
"Delray Beach, FL","Raleigh, NC"
"New York, NY","Trenton, NJ"
"Paso Robles, CA","Klamath Falls, OR"
"Anniston, AL","Charlottesville, VA"
"Lincoln, IL","McGregor, TX"
"West Glacier, MT","Portage, WI"
"Baltimore, MD","Slidell, LA"
"Memphis, TN","Brookhaven, MS"
"Fort Madison, IA","Topeka, KS"
"Davis, CA","Glenwood Springs, CO"
"Trenton, NJ","Winter Haven, FL"
"La Crosse, WI","Stanley, ND"
"Taylor, TX","Poplar Bluff, MO"
"Salinas, CA","Simi Valley, CA"
"Toledo, OH","Rhinecliff, NY"
"Kingman, AZ","Gallup, NM"
"Birmingham, AL","Meridian, MS"
"Emeryville, CA","Simi Valley, CA"
"Palatka, FL","Wilmington, DE"
"Grand Junction, CO","Fort Morgan, CO"
"La Plata, MO","San Bernardino, CA"
"Richmond, VA","Fredericksburg, VA"
"Red Wing, MN","St. Paul-Minneapolis, MN"
"Denmark, SC","Miami, FL"
"Burlington, IA","Emeryville, CA"
"Havre, MT","Portage, WI"
"Lincoln, NE","Roseville, CA"
"Columbus, WI","Vancouver, WA"
"St. Louis, MO","Walnut Ridge, AR"
"Dodge City, KS","Naperville, IL"
"El Paso, TX","Ontario, CA"
"Roseville, CA","Elko, NV"
"Santa Barbara, CA","Dunsmuir, CA"
"Los Angeles, CA","Cleburne, TX"
"Slidell, LA","Toccoa, GA"
"Connellsville, PA","Toledo, OH"
"Burlington, IA","Omaha, NE"
"Pittsfield, MA","Albany-Rensselaer, NY"
"Marshall, TX","Joliet, IL"
"Galesburg, IL","Hutchinson, KS"
"Rockville, MD","Cleveland, OH"
"Reno, NV","Colfax, CA"
"Maricopa, AZ","Alpine, TX"
"Hastings, NE","Salt Lake City, UT"
"Staples, MN","Everett, WA"
"Fargo, ND","Stanley, ND"
"Columbus, WI","Sandpoint, ID"
"Slidell, LA","Meridian, MS"
"Winslow, AZ","La Junta, CO"
"Wolf Point, MT","Vancouver, WA"
"Gainesville, GA","Culpeper, VA"
"Elyria, OH","Pittsburgh, PA"
"Indianapolis, IN","Dyer, IN"
"Trenton, NJ","Burlington, NC"
"Greenwood, MS","Jackson, MS"
"Deerfield Beach, FL","Jesup, GA"
"Gallup, NM","Topeka, KS"
"Worcester, MA","Pittsfield, MA"
"Alpine, TX","St. Louis, MO"
"Toledo, OH","Cleveland, OH"
"Pontiac, IL","Chicago, IL"
"Charlotte, NC","Picayune, MS"
"Redding, CA","Klamath Falls, OR"
"Joliet, IL","Los Angeles, CA"
"St. Cloud, MN","Sandpoint, ID"
"Omaha, NE","Elko, NV"
"Wilmington, DE","Spartanburg, SC"
"Omaha, NE","Davis, CA"
"Maricopa, AZ","Lake Charles, LA"
"Staunton, VA","Cincinnati, OH"
"Birmingham, AL","Laurel, MS"
"Culpeper, VA","Meridian, MS"
"Chicago, IL","Montgomery, WV"
"Birmingham, AL","Danville, VA"
"Gastonia, NC","Newark, NJ"
"Malta, MT","Pasco, WA"
"Winona, MN","Columbus, WI"
"Raton, NM","La Plata, MO"
"Newark, NJ","Laurel, MS"
"Havre, MT","Red Wing, MN"
"Austin, TX","Texarkana, AR"
"Seattle, WA","Edmonds, WA"
"Hamlet, NC","West Palm Beach, FL"
"Rugby, ND","Bingen-White Salmon, WA"
"Seattle, WA","Everett, WA"
"La Plata, MO","Trinidad, CO"
"New Orleans, LA","Danville, VA"
"Olympia-Lacey, WA","Chico, CA"
"Wilmington, DE","Winter Haven, FL"
"Dallas, TX","El Paso, TX"
"Elyria, OH","Boston, MA"
"West Glacier, MT","Williston, ND"
"Washington, DC","Quantico, VA"
"Vancouver, WA","Chico, CA"
"Simi Valley, CA","Redding, CA"
"Osceola, IA","Roseville, CA"
"Worcester, MA","Syracuse, NY"
"Holdrege, NE","Glenwood Springs, CO"
"Poplar Bluff, MO","Austin, TX"
"Slidell, LA","Tuscaloosa, AL"
"Portage, WI","Vancouver, WA"
"Shelby, MT","Vancouver, WA"
"Albuquerque, NM","Dodge City, KS"
"Devils Lake, ND","Spokane, WA"
"Manassas, VA","Trenton, NJ"
"Raton, NM","Topeka, KS"
"Klamath Falls, OR","Burbank, CA"
"Little Rock, AR","San Marcos, TX"
"Alton, IL","San Antonio, TX"
"Malvern, AR","Joliet, IL"
"Spokane, WA","Wisconsin Dells, WI"
"Portland, OR","Wishram, WA"
"Martinez, CA","Salinas, CA"
"Manassas, VA","Charlottesville, VA"
"Raleigh, NC","Rocky Mount, NC"
"Mendota, IL","Trinidad, CO"
"Yuma, AZ","San Marcos, TX"
"Salisbury, NC","New Orleans, LA"
"Alexandria, VA","Winter Haven, FL"
"Glenwood Springs, CO","Granby, CO"
"Chemult, OR","Tacoma, WA"
"Lamy, NM","Topeka, KS"
"Everett, WA","Rugby, ND"
"Milwaukee, WI","Grand Forks, ND"
"Tuscaloosa, AL","Wilmington, DE"
"Yuma, AZ","Houston, TX"
"Alpine, TX","Tucson, AZ"
"Deerfield Beach, FL","Florence, SC"
"Denmark, SC","Alexandria, VA"
"Salinas, CA","Davis, CA"
"La Crosse, WI","Columbus, WI"
"Dodge City, KS","Topeka, KS"
"East Glacier Park, MT","Vancouver, WA"
"Deland, FL","Kissimmee, FL"
"Malta, MT","Whitefish, MT"
"Truckee, CA","Richmond, CA"
"Davis, CA","Truckee, CA"
"Columbus, WI","Glasgow, MT"
"Staples, MN","Minot, ND"
"Chemult, OR","Salinas, CA"
"Orlando, FL","Deland, FL"
"Sacramento, CA","Burbank, CA"
"Milwaukee, WI","Detroit Lakes, MN"
"Shelby, MT","Wisconsin Dells, WI"
"Delray Beach, FL","Deland, FL"
"Greenville, SC","Charlotte, NC"
"Glasgow, MT","Minot, ND"
"Chemult, OR","Paso Robles, CA"
"Benson, AZ","Lake Charles, LA"
"Vancouver, WA","Redding, CA"
"Bingen-White Salmon, WA","Glenview, IL"
"Houston, TX","Del Rio, TX"
"Fredericksburg, VA","Selma, NC"
"Wilmington, DE","Camden, SC"
"Laurel, MS","High Point, NC"
"Trenton, NJ","Kingstree, SC"
"Clifton Forge, VA","Washington, DC"
"Deland, FL","Winter Park, FL"
"Petersburg, VA","Miami, FL"
"Bingen-White Salmon, WA","Columbus, WI"
"Columbus, WI","Bingen-White Salmon, WA"
"Eugene, OR","Kelso-Longview, WA"
"Rugby, ND","Whitefish, MT"
"Provo, UT","Burlington, IA"
"Syracuse, NY","Boston, MA"
"New Orleans, LA","Spartanburg, SC"
"Glenview, IL","West Glacier, MT"
"Minot, ND","Staples, MN"
"Poughkeepsie, NY","Erie, PA"
"Thurmond, WV","Chicago, IL"
"New Iberia, LA","New Orleans, LA"
"Tacoma, WA","Centralia, WA"
"Greenwood, MS","Hammond, LA"
"Tucson, AZ","Temple, TX"
"Trenton, NJ","Gainesville, GA"
"Staunton, VA","Indianapolis, IN"
"Salinas, CA","Chico, CA"
"Lamy, NM","Victorville, CA"
"Elko, NV","Granby, CO"
"Waterloo, IN","Cleveland, OH"
"Albany, OR","Paso Robles, CA"
"Maricopa, AZ","Del Rio, TX"
"Marshall, TX","Longview, TX"
"Martinez, CA","Winnemucca, NV"
"Cincinnati, OH","Wilmington, DE"
"Wilmington, DE","Palatka, FL"
"Redding, CA","Paso Robles, CA"
"Lawrence, KS","Trinidad, CO"
"Raleigh, NC","Sebring, FL"
"San Jose, CA","Centralia, WA"
"Bryan, OH","Buffalo-Depew, NY"
"Lakeland, FL","Baltimore, MD"
"Lincoln, NE","Granby, CO"
"Longview, TX","Tucson, AZ"
"Baltimore, MD","Sebring, FL"
"New York, NY","Rhinecliff, NY"
"Temple, TX","Maricopa, AZ"
"Gastonia, NC","Philadelphia, PA"
"Wilmington, DE","Kannapolis, NC"
"Winona, MN","Stanley, ND"
"Lordsburg, NM","Chicago, IL"
"Croton Harmon, NY","Waterloo, IN"
"Sanderson, TX","Los Angeles, CA"
"El Paso, TX","Palm Springs, CA"
"Jackson, MS","McComb, MS"
"Charlotte, NC","Greenville, SC"
"Burlington, IA","Provo, UT"
"Harpers Ferry, WV","Waterloo, IN"
"Staunton, VA","Alexandria, VA"
"Charlottesville, VA","Hattiesburg, MS"
"Manassas, VA","Danville, VA"
"Martinsburg, WV","Alliance, OH"
"Devils Lake, ND","Pasco, WA"
"Flagstaff, AZ","Barstow, CA"
"Carbondale, IL","McComb, MS"
"Spokane, WA","Red Wing, MN"
"Centralia, WA","Chico, CA"
"McGregor, TX","Lincoln, IL"
"Syracuse, NY","Rochester, NY"
"Champaign-Urbana, IL","Homewood, IL"
"Taylor, TX","Alpine, TX"
"High Point, NC","Rocky Mount, NC"
"Austin, TX","Marshall, TX"
"Colfax, CA","Truckee, CA"
"Green River, UT","Reno, NV"
"Winter Park, FL","Hamlet, NC"
"Florence, SC","Jesup, GA"
"Philadelphia, PA","Clifton Forge, VA"
"Grand Junction, CO","Winnemucca, NV"
"Lafayette, IN","Baltimore, MD"
"Leavenworth, WA","Edmonds, WA"
"Maricopa, AZ","Fort Worth, TX"
"Raleigh, NC","Petersburg, VA"
"Toccoa, GA","Newark, NJ"
"Vancouver, WA","Stanley, ND"
"Culpeper, VA","Gainesville, GA"
"Spokane, WA","Rugby, ND"
"Springfield, MA","Elkhart, IN"
"Jesup, GA","Jacksonville, FL"
"Boston, MA","South Bend, IN"
"Sandpoint, ID","Staples, MN"
"Minot, ND","Wishram, WA"
"Jesup, GA","Charleston, SC"
"Richmond, VA","Denmark, SC"
"San Marcos, TX","Longview, TX"
"Buffalo-Depew, NY","Rochester, NY"
"San Marcos, TX","Cleburne, TX"
"San Jose, CA","Oakland, CA"
"Denmark, SC","Wilmington, DE"
"Austin, TX","McGregor, TX"
"Palm Springs, CA","Austin, TX"
"Hollywood, FL","Yemassee, SC"
"Lamy, NM","Garden City, KS"
"Delray Beach, FL","Fayetteville, NC"
"Del Rio, TX","Yuma, AZ"
"Bingen-White Salmon, WA","East Glacier Park, MT"
"Pasco, WA","Red Wing, MN"
"Libby, MT","Spokane, WA"
"Schriever, LA","San Antonio, TX"
"San Antonio, TX","Hope, AR"
"Winslow, AZ","Galesburg, IL"
"Truckee, CA","Burlington, IA"
"Jesup, GA","Winter Haven, FL"
"New Orleans, LA","New Iberia, LA"
"Santa Barbara, CA","Salem, OR"
"Emeryville, CA","Holdrege, NE"
"Kelso-Longview, WA","Martinez, CA"
"Libby, MT","Stanley, ND"
"Washington, DC","Alexandria, VA"
"Dallas, TX","Carlinville, IL"
"Newark, NJ","Okeechobee, FL"
"Princeton, IL","Newton, KS"
"Cary, NC","Okeechobee, FL"
"Lynchburg, VA","Tuscaloosa, AL"
"Tomah, WI","St. Paul-Minneapolis, MN"
"Edmonds, WA","Shelby, MT"
"Pomona, CA","Alpine, TX"
"Winnemucca, NV","Omaha, NE"
"Grand Junction, CO","Granby, CO"
"Milwaukee, WI","Staples, MN"
"Newton, KS","Princeton, IL"
"Longview, TX","San Marcos, TX"
"Camden, SC","Alexandria, VA"
"Alpine, TX","Ontario, CA"
"Wolf Point, MT","Pasco, WA"
"Paso Robles, CA","Van Nuys, CA"
"Camden, SC","Orlando, FL"
"Roseville, CA","Emeryville, CA"
"Provo, UT","Davis, CA"
"Crawfordsville, IN","Washington, DC"
"Havre, MT","Stanley, ND"
"Dillon, SC","Charleston, SC"
"Okeechobee, FL","Newark, NJ"
"Danville, VA","Manassas, VA"
"Joliet, IL","El Paso, TX"
"Toledo, OH","Worcester, MA"
"Martinez, CA","Granby, CO"
"Jacksonville, FL","Okeechobee, FL"
"Glasgow, MT","Everett, WA"
"Selma, NC","Greensboro, NC"
"Glenwood Springs, CO","Holdrege, NE"
"Maricopa, AZ","Schriever, LA"
"Winter Haven, FL","Orlando, FL"
"Holdrege, NE","Galesburg, IL"
"Trenton, NJ","Delray Beach, FL"
"Riverside, CA","Topeka, KS"
"El Paso, TX","Lake Charles, LA"
"Trenton, NJ","Cincinnati, OH"
"Greensboro, NC","Greenville, SC"
"Philadelphia, PA","Crawfordsville, IN"
"St. Cloud, MN","Vancouver, WA"
"Raton, NM","Lamy, NM"
"Dillon, SC","Savannah, GA"
"Truckee, CA","Galesburg, IL"
"Birmingham, AL","Culpeper, VA"
"Glasgow, MT","Tomah, WI"
"Del Rio, TX","Ontario, CA"
"Winter Haven, FL","Denmark, SC"
"Grand Forks, ND","Portage, WI"
"Malta, MT","West Glacier, MT"
"Devils Lake, ND","Minot, ND"
"San Bernardino, CA","La Junta, CO"
"Red Wing, MN","Fargo, ND"
"Charlotte, NC","Kannapolis, NC"
"Winnemucca, NV","Emeryville, CA"
"Utica, NY","Croton Harmon, NY"
"Topeka, KS","Fort Madison, IA"
"Tomah, WI","Williston, ND"
"Manassas, VA","Charleston, WV"
"Harpers Ferry, WV","Pittsburgh, PA"
"Ontario, CA","Longview, TX"
"Truckee, CA","Reno, NV"
"Ashland, KY","Charlottesville, VA"
"Fredericksburg, VA","Rocky Mount, NC"
"Wishram, WA","Spokane, WA"
"Chicago, IL","Rensselaer, IN"
"Salinas, CA","Burbank, CA"
"West Palm Beach, FL","Denmark, SC"
"Fort Madison, IA","San Bernardino, CA"
"Gastonia, NC","Baltimore, MD"
"Buffalo-Depew, NY","Boston, MA"
"Omaha, NE","Truckee, CA"
"Vancouver, WA","East Glacier Park, MT"
"Philadelphia, PA","Baltimore, MD"
"Jesup, GA","Deerfield Beach, FL"
"Palm Springs, CA","Fort Worth, TX"
"Tomah, WI","Minot, ND"
"Stanley, ND","Libby, MT"
"Springfield, IL","Taylor, TX"
"Hazlehurst, MS","Homewood, IL"
"White Sulphur Springs, WV","Wilmington, DE"
"Lynchburg, VA","Meridian, MS"
"Florence, SC","Fayetteville, NC"
"Newark, NJ","Huntington, WV"
"Rocky Mount, NC","Durham, NC"
"Indianapolis, IN","Manassas, VA"
"Mount Pleasant, IA","Roseville, CA"
"Culpeper, VA","Chicago, IL"
"Detroit Lakes, MN","Minot, ND"
"Granby, CO","Galesburg, IL"
"West Palm Beach, FL","Southern Pines, NC"
"Erie, PA","Springfield, MA"
"Walnut Ridge, AR","Temple, TX"
"Wilmington, DE","Lakeland, FL"
"Maricopa, AZ","Beaumont, TX"
"Florence, SC","Deerfield Beach, FL"
"Kelso-Longview, WA","Eugene, OR"
"Winslow, AZ","Victorville, CA"
"Albany, OR","Oxnard, CA"
"New Orleans, LA","Toccoa, GA"
"Rhinecliff, NY","Cleveland, OH"
"Van Nuys, CA","Chemult, OR"
"Kelso-Longview, WA","Emeryville, CA"
"Dunsmuir, CA","Oxnard, CA"
"Vancouver, WA","Paso Robles, CA"
"Spokane, WA","Wishram, WA"
"Van Nuys, CA","Davis, CA"
"Bingen-White Salmon, WA","Grand Forks, ND"
"Lake Charles, LA","El Paso, TX"
"Schenectady, NY","Elkhart, IN"
"White Sulphur Springs, WV","Baltimore, MD"
"Kingstree, SC","Winter Haven, FL"
"Lincoln, NE","Fort Morgan, CO"
"Wisconsin Dells, WI","Red Wing, MN"
"Deland, FL","Trenton, NJ"
"Winter Park, FL","Deland, FL"
"Ontario, CA","Benson, AZ"
"Pittsburgh, PA","Harpers Ferry, WV"
"Creston, IA","Naperville, IL"
"Utica, NY","Bryan, OH"
"Kannapolis, NC","Wilmington, DE"
"High Point, NC","Laurel, MS"
"San Antonio, TX","Taylor, TX"
"Rochester, NY","Sandusky, OH"
"Los Angeles, CA","Walnut Ridge, AR"
"Baltimore, MD","Denmark, SC"
"Picayune, MS","Charlottesville, VA"
"Las Vegas, NM","Riverside, CA"
"High Point, NC","Birmingham, AL"
"Cut Bank, MT","Williston, ND"
"Poughkeepsie, NY","Albany-Rensselaer, NY"
"Detroit Lakes, MN","Williston, ND"
"Burlington, IA","Naperville, IL"
"Hastings, NE","Naperville, IL"
"Cleveland, OH","Croton Harmon, NY"
"Columbus, WI","Edmonds, WA"
"Jackson, MS","Fulton, KY"
"Richmond, CA","Green River, UT"
"Spokane, WA","Libby, MT"
"Kannapolis, NC","Fredericksburg, VA"
"Sandusky, OH","Buffalo-Depew, NY"
"Kansas City, MO","Lawrence, KS"
"Newark, NJ","Delray Beach, FL"
"Birmingham, AL","Picayune, MS"
"St. Cloud, MN","Edmonds, WA"
"Glasgow, MT","Edmonds, WA"
"Meridian, MS","Culpeper, VA"
"Longview, TX","Palm Springs, CA"
"Temple, TX","Ontario, CA"
"Galesburg, IL","Ottumwa, IA"
"Granby, CO","Emeryville, CA"
"Ashland, KY","Manassas, VA"
"Salinas, CA","Martinez, CA"
"Orlando, FL","Lakeland, FL"
"Champaign-Urbana, IL","Yazoo City, MS"
"Kingstree, SC","Savannah, GA"
"San Bernardino, CA","Naperville, IL"
"Anniston, AL","Baltimore, MD"
"Princeton, IL","Davis, CA"
"Waterloo, IN","Harpers Ferry, WV"
"St. Cloud, MN","Havre, MT"
"Victorville, CA","La Junta, CO"
"Rocky Mount, NC","Quantico, VA"
"Wishram, WA","La Crosse, WI"
"Slidell, LA","Charlottesville, VA"
"Red Wing, MN","Devils Lake, ND"
"Longview, TX","Ontario, CA"
"Greensboro, NC","Quantico, VA"
"Staples, MN","St. Paul-Minneapolis, MN"
"Dallas, TX","Malvern, AR"
"Ontario, CA","San Marcos, TX"
"Lakeland, FL","Orlando, FL"
"Riverside, CA","Winslow, AZ"
"Victorville, CA","Hutchinson, KS"
"Wolf Point, MT","Edmonds, WA"
"Manassas, VA","White Sulphur Springs, WV"
"Portage, WI","Essex, MT"
"Winona, MN","Grand Forks, ND"
"Champaign-Urbana, IL","Fulton, KY"
"Edmonds, WA","Wisconsin Dells, WI"
"La Plata, MO","La Junta, CO"
"Connersville, IN","New York, NY"
"Poplar Bluff, MO","Taylor, TX"
"Kelso-Longview, WA","San Jose, CA"
"Red Wing, MN","Wisconsin Dells, WI"
"Pasco, WA","Portage, WI"
"Rockville, MD","Martinsburg, WV"
"Elko, NV","Galesburg, IL"
"Manassas, VA","High Point, NC"
"Cleveland, OH","Erie, PA"
"Boston, MA","Cleveland, OH"
"Chico, CA","Centralia, WA"
"Kissimmee, FL","Winter Haven, FL"
"Beaumont, TX","El Paso, TX"
"Brookhaven, MS","Carbondale, IL"
"Whitefish, MT","Devils Lake, ND"
"Newbern-Dyersburg, TN","Hammond, LA"
"Wilmington, DE","Tuscaloosa, AL"
"Hutchinson, KS","Lamy, NM"
"Savannah, GA","Lakeland, FL"
"Kingstree, SC","Charleston, SC"
"Jacksonville, FL","Jesup, GA"
"Los Angeles, CA","Carlinville, IL"
"Winter Haven, FL","Jesup, GA"
"Joliet, IL","Poplar Bluff, MO"
"Wilson, NC","Dillon, SC"
"Trenton, NJ","Charleston, WV"
"Southern Pines, NC","Trenton, NJ"
"Barstow, CA","Newton, KS"
"Lake Charles, LA","Ontario, CA"
"Gallup, NM","Kingman, AZ"
"Lafayette, IN","Alexandria, VA"
"Birmingham, AL","Tuscaloosa, AL"
"Camden, SC","Tampa, FL"
"Naperville, IL","Lamy, NM"
"St. Paul-Minneapolis, MN","Staples, MN"
"Delray Beach, FL","Richmond, VA"
"Helper, UT","Glenwood Springs, CO"
"Deland, FL","Jesup, GA"
"Newton, KS","Victorville, CA"
"Wilson, NC","Salisbury, NC"
"Simi Valley, CA","Salem, OR"
"West Glacier, MT","Everett, WA"
"Connellsville, PA","South Bend, IN"
"Dallas, TX","Benson, AZ"
"Winter Park, FL","Jesup, GA"
"Kingman, AZ","Mendota, IL"
"Granby, CO","Colfax, CA"
"Galesburg, IL","Holdrege, NE"
"Richmond, CA","Galesburg, IL"
"Sacramento, CA","Winter Park/Fraser, CO"
"Lawrence, KS","Hutchinson, KS"
"Wolf Point, MT","Malta, MT"
"Deland, FL","Kingstree, SC"
"Palm Springs, CA","Houston, TX"
"Columbus, WI","Grand Forks, ND"
"San Marcos, TX","Lincoln, IL"
"Manassas, VA","Gastonia, NC"
"Fayetteville, NC","Yemassee, SC"
"Del Rio, TX","San Antonio, TX"
"Stanley, ND","Detroit Lakes, MN"
"Quantico, VA","Greensboro, NC"
"Mendota, IL","San Bernardino, CA"
"Naperville, IL","San Bernardino, CA"
"Laurel, MS","Manassas, VA"
"Needles, CA","La Plata, MO"
"Alexandria, VA","Hollywood, FL"
"Williston, ND","Bingen-White Salmon, WA"
"Lynchburg, VA","Alexandria, VA"
"Simi Valley, CA","Martinez, CA"
"Hinton, WV","Wilmington, DE"
"Rochester, NY","Elyria, OH"
"Grand Junction, CO","McCook, NE"
"Greensboro, NC","Petersburg, VA"
"Fredericksburg, VA","Durham, NC"
"Sandpoint, ID","Wolf Point, MT"
"Glenview, IL","Columbus, WI"
"Slidell, LA","Baltimore, MD"
"Libby, MT","Havre, MT"
"Bryan, OH","Syracuse, NY"
"Savannah, GA","Dillon, SC"
"Palatka, FL","Jesup, GA"
"St. Louis, MO","Arkadelphia, AR"
"San Bernardino, CA","La Plata, MO"
"Lynchburg, VA","Anniston, AL"
"Cincinnati, OH","Trenton, NJ"
"Winnemucca, NV","Mount Pleasant, IA"
"Ontario, CA","Schriever, LA"
"Jesup, GA","Deland, FL"
"Staunton, VA","South Shore-South Portsmouth, KY"
"Gainesville, GA","Birmingham, AL"
"Glasgow, MT","Pasco, WA"
"Colfax, CA","Naperville, IL"
"Okeechobee, FL","Alexandria, VA"
"Yuma, AZ","Lafayette, LA"
"Galesburg, IL","La Plata, MO"
"Osceola, IA","Granby, CO"
"Winona, MN","Rugby, ND"
"San Jose, CA","Emeryville, CA"
"Detroit Lakes, MN","Columbus, WI"
"Dallas, TX","Hope, AR"
"Petersburg, VA","Jesup, GA"
"Leavenworth, WA","Staples, MN"
"Staples, MN","Leavenworth, WA"
"McCook, NE","Omaha, NE"
"Salisbury, NC","Wilson, NC"
"Fort Lauderdale, FL","Hamlet, NC"
"Deland, FL","Delray Beach, FL"
"Denmark, SC","Fort Lauderdale, FL"
"Hamlet, NC","Deland, FL"
"Bryan, OH","Utica, NY"
"Jackson, MS","Centralia, IL"
"High Point, NC","Fredericksburg, VA"
"San Antonio, TX","Del Rio, TX"
"Mount Pleasant, IA","Omaha, NE"
"New Orleans, LA","Deming, NM"
"Clifton Forge, VA","Wilmington, DE"
"Colfax, CA","Elko, NV"
"Eugene, OR","Centralia, WA"
"Malvern, AR","Dallas, TX"
"La Plata, MO","Mendota, IL"
"Cleburne, TX","San Marcos, TX"
"Benson, AZ","Fort Worth, TX"
"Osceola, IA","Naperville, IL"
"Syracuse, NY","Utica, NY"
"Shelby, MT","Portage, WI"
"Toccoa, GA","Wilmington, DE"
"Sandpoint, ID","Detroit Lakes, MN"
"Kankakee, IL","Brookhaven, MS"
"Charleston, WV","Trenton, NJ"
"Danville, VA","Hattiesburg, MS"
"Helper, UT","Reno, NV"
"Taylor, TX","San Antonio, TX"
"Wilmington, DE","Gainesville, GA"
"Philadelphia, PA","Newark, NJ"
"Alexandria, VA","Laurel, MS"
"Staples, MN","Tomah, WI"
"Newton, KS","Gallup, NM"
"Southern Pines, NC","Savannah, GA"
"Holdrege, NE","Emeryville, CA"
"Omaha, NE","Granby, CO"
"Davis, CA","Paso Robles, CA"
"Richmond, CA","Davis, CA"
"West Glacier, MT","Milwaukee, WI"
"Williams Junction, AZ","La Plata, MO"
"Fredericksburg, VA","Richmond, VA"
"Texarkana, AR","Austin, TX"
"Alpine, TX","Taylor, TX"
"Spartanburg, SC","Atlanta, GA"
"McCook, NE","Grand Junction, CO"
"Deland, FL","Sebring, FL"
"Tomah, WI","Fargo, ND"
"Atlanta, GA","Gainesville, GA"
"Wolf Point, MT","Wisconsin Dells, WI"
"Raton, NM","Gallup, NM"
"Portage, WI","Detroit Lakes, MN"
"Manassas, VA","Ashland, KY"
"Miami, FL","Hamlet, NC"
"Sandpoint, ID","Vancouver, WA"
"Alexandria, VA","Indianapolis, IN"
"Chemult, OR","Eugene, OR"
"Palatka, FL","Savannah, GA"
"Hastings, NE","Galesburg, IL"
"Burbank, CA","Tacoma, WA"
"Orlando, FL","Camden, SC"
"Salem, OR","Paso Robles, CA"
"Bloomington-Normal, IL","Walnut Ridge, AR"
"East Glacier Park, MT","Williston, ND"
"La Crosse, WI","Staples, MN"
"Rugby, ND","Milwaukee, WI"
"Williston, ND","Cut Bank, MT"
"Maysville, KY","Charlottesville, VA"
"Burbank, CA","Martinez, CA"
"Southern Pines, NC","Sebring, FL"
"Elkhart, IN","Cleveland, OH"
"Davis, CA","Provo, UT"
"Gallup, NM","Naperville, IL"
"Yemassee, SC","Kissimmee, FL"
"Greenville, SC","Greensboro, NC"
"Sebring, FL","Southern Pines, NC"
"Glenview, IL","Cut Bank, MT"
"Winona, MN","Glasgow, MT"
"Laurel, MS","Charlotte, NC"
"Oxnard, CA","Albany, OR"
"Montgomery, WV","New York, NY"
"Fredericksburg, VA","High Point, NC"
"Greenwood, MS","Mattoon, IL"
"Princeton, IL","Raton, NM"
"Savannah, GA","Kingstree, SC"
"Camden, SC","Deland, FL"
"Connersville, IN","Clifton Forge, VA"
"Alton, IL","Little Rock, AR"
"Martinez, CA","Winter Park/Fraser, CO"
"McCook, NE","Galesburg, IL"
"Meridian, MS","Wilmington, DE"
"Kingstree, SC","Fayetteville, NC"
"Springfield, IL","San Marcos, TX"
"Burlington, IA","Martinez, CA"
"Portage, WI","West Glacier, MT"
"Yemassee, SC","Fort Lauderdale, FL"
"Devils Lake, ND","Fargo, ND"
"Deerfield Beach, FL","Alexandria, VA"
"Charleston, SC","Dillon, SC"
"Paso Robles, CA","Davis, CA"
"Osceola, IA","Fort Morgan, CO"
"Sebring, FL","Delray Beach, FL"
"Huntington, WV","Staunton, VA"
"Hutchinson, KS","Fullerton, CA"
"La Junta, CO","Kingman, AZ"
"Fargo, ND","Malta, MT"
"Cleveland, OH","Sandusky, OH"
"Rocky Mount, NC","Fredericksburg, VA"
"Tuscaloosa, AL","Lynchburg, VA"
"Portland, OR","Kelso-Longview, WA"
"Havre, MT","Wolf Point, MT"
"Washington, DC","Rockville, MD"
"Clemson, SC","Birmingham, AL"
"Camden, SC","Richmond, VA"
"Wilson, NC","Kingstree, SC"
"Greenville, SC","Culpeper, VA"
"Rocky Mount, NC","Okeechobee, FL"
"Pasco, WA","Tomah, WI"
"Ottumwa, IA","Glenwood Springs, CO"
"Lamy, NM","Hutchinson, KS"
"Reno, NV","Truckee, CA"
"Miami, FL","Okeechobee, FL"
"Temple, TX","San Marcos, TX"
"Schenectady, NY","Bryan, OH"
"Hammond, LA","Effingham, IL"
"Birmingham, AL","Anniston, AL"
